,Propriété,statuts,total HT,Texte,date_debut,time_delta,date_fin,extra_clean,Année,Mois,Semaine,marge,Jour,mois,Fake_extra_clean,Fake_Propriété,Fake_total HT,Fake_montant HT,,,,,,,,,
738,Propriété 17,standard,112,,2023-09-25 21:00:00,0 days 10:23:00,2023-09-26 07:23:00,Kimberley Roberts,2023,2023-09,2023-09-26/2023-10-02,50,2023-09-26,septembre,Kimberley Roberts,Propriété 17,112,91,,,,,,,,,
739,Propriété 13,standard,112,,2023-09-25 21:00:00,0 days 10:30:00,2023-09-26 07:30:00,Gerald Stevens,2023,2023-09,2023-09-26/2023-10-02,50,2023-09-26,septembre,Gerald Stevens,Propriété 13,112,91,,,,,,,,,
740,Propriété 21,standard,97,,2023-09-25 20:30:00,0 days 11:00:00,2023-09-26 07:30:00,Dr Gavin Winter,2023,2023-09,2023-09-26/2023-10-02,55,2023-09-26,septembre,Dr Gavin Winter,Propriété 21,97,760,,,,,,,,,
741,Propriété 15,standard,838,,2023-09-25 19:30:00,0 days 12:00:00,2023-09-26 07:30:00,Janet Osborne,2023,2023-09,2023-09-26/2023-10-02,72,2023-09-26,septembre,Janet Osborne,Propriété 15,838,340,,,,,,,,,
742,Propriété 7,standard,193,,2023-09-25 15:00:00,0 days 06:00:00,2023-09-25 21:00:00,Ms Sian Griffiths,2023,2023-09,2023-09-19/2023-09-25,30,2023-09-25,septembre,Ms Sian Griffiths,Propriété 7,193,645,,,,,,,,,
743,Propriété 15,standard,808,,2023-09-25 07:30:00,0 days 08:00:00,2023-09-25 15:30:00,Damien Martin,2023,2023-09,2023-09-19/2023-09-25,48,2023-09-25,septembre,Damien Martin,Propriété 15,808,119,,,,,,,,,
744,Propriété 21,urgente,401,,2023-09-25 06:30:00,0 days 05:00:00,2023-09-25 11:30:00,Ms Sian Griffiths,2023,2023-09,2023-09-19/2023-09-25,50,2023-09-25,septembre,Ms Sian Griffiths,Propriété 21,401,157,,,,,,,,,
745,Propriété 17,standard,193,,2023-09-25 06:30:00,0 days 06:00:00,2023-09-25 12:30:00,Douglas Hughes,2023,2023-09,2023-09-19/2023-09-25,30,2023-09-25,septembre,Douglas Hughes,Propriété 17,193,645,,,,,,,,,
746,Propriété 7,standard,112,,2023-09-24 21:30:00,0 days 10:00:00,2023-09-25 07:30:00,Bryan Davidson-Hughes,2023,2023-09,2023-09-19/2023-09-25,50,2023-09-25,septembre,Bryan Davidson-Hughes,Propriété 7,112,91,,,,,,,,,
747,Propriété 17,standard,112,,2023-09-24 21:00:00,0 days 10:15:00,2023-09-25 07:15:00,Kimberley Roberts,2023,2023-09,2023-09-19/2023-09-25,50,2023-09-25,septembre,Kimberley Roberts,Propriété 17,112,91,,,,,,,,,
748,Propriété 15,standard,838,,2023-09-24 19:30:00,0 days 12:00:00,2023-09-25 07:30:00,Janet Osborne,2023,2023-09,2023-09-19/2023-09-25,72,2023-09-25,septembre,Janet Osborne,Propriété 15,838,340,,,,,,,,,
749,Propriété 1,standard,987,,2023-09-24 19:00:00,0 days 13:00:00,2023-09-25 08:00:00,Gary Smith-Elliott,2023,2023-09,2023-09-19/2023-09-25,52,2023-09-25,septembre,Gary Smith-Elliott,Propriété 1,987,866,,,,,,,,,
750,Propriété 15,annulé hôtel,1045,,2023-09-24 11:15:00,0 days 09:45:00,2023-09-24 21:00:00,James Rhodes,2023,2023-09,2023-09-19/2023-09-25,54,2023-09-24,septembre,James Rhodes,Propriété 15,1045,240,,,,,,,,,
751,Propriété 12,standard,178,,2023-09-24 11:00:00,0 days 09:00:00,2023-09-24 20:00:00,Rachel Waters,2023,2023-09,2023-09-19/2023-09-25,45,2023-09-24,septembre,Rachel Waters,Propriété 12,178,240,,,,,,,,,
752,Propriété 7,standard,232,,2023-09-24 10:00:00,0 days 08:00:00,2023-09-24 18:00:00,Lisa Smith,2023,2023-09,2023-09-19/2023-09-25,40,2023-09-24,septembre,Lisa Smith,Propriété 7,232,119,,,,,,,,,
753,Propriété 21,urgente,401,,2023-09-24 07:00:00,0 days 05:00:00,2023-09-24 12:00:00,Ms Sian Griffiths,2023,2023-09,2023-09-19/2023-09-25,50,2023-09-24,septembre,Ms Sian Griffiths,Propriété 21,401,157,,,,,,,,,
754,Propriété 7,standard,232,,2023-09-24 07:00:00,0 days 08:00:00,2023-09-24 15:00:00,Hollie Smith-Lawrence,2023,2023-09,2023-09-19/2023-09-25,40,2023-09-24,septembre,Hollie Smith-Lawrence,Propriété 7,232,119,,,,,,,,,
755,Propriété 17,standard,193,,2023-09-24 06:30:00,0 days 06:00:00,2023-09-24 12:30:00,Katy Armstrong,2023,2023-09,2023-09-19/2023-09-25,30,2023-09-24,septembre,Katy Armstrong,Propriété 17,193,645,,,,,,,,,
756,Propriété 4,standard,178,,2023-09-23 22:30:00,0 days 09:30:00,2023-09-24 08:00:00,Stephen Murphy,2023,2023-09,2023-09-19/2023-09-25,45,2023-09-24,septembre,Stephen Murphy,Propriété 4,178,240,,,,,,,,,
757,Propriété 7,standard,112,,2023-09-23 21:30:00,0 days 10:00:00,2023-09-24 07:30:00,Bryan Davidson-Hughes,2023,2023-09,2023-09-19/2023-09-25,50,2023-09-24,septembre,Bryan Davidson-Hughes,Propriété 7,112,91,,,,,,,,,
758,Propriété 14,standard,161,,2023-09-23 20:45:00,0 days 10:55:00,2023-09-24 07:40:00,Kimberley Roberts,2023,2023-09,2023-09-19/2023-09-25,60,2023-09-24,septembre,Kimberley Roberts,Propriété 14,161,91,,,,,,,,,
759,Propriété 11,standard,762,,2023-09-23 20:00:00,0 days 12:00:00,2023-09-24 08:00:00,Dr Gavin Winter,2023,2023-09,2023-09-19/2023-09-25,60,2023-09-24,septembre,Dr Gavin Winter,Propriété 11,762,340,,,,,,,,,
760,Propriété 12,standard,762,,2023-09-23 20:00:00,0 days 12:00:00,2023-09-24 08:00:00,Stuart Walsh,2023,2023-09,2023-09-19/2023-09-25,60,2023-09-24,septembre,Stuart Walsh,Propriété 12,762,340,,,,,,,,,
761,Propriété 1,standard,987,,2023-09-23 19:00:00,0 days 13:00:00,2023-09-24 08:00:00,Dr Wayne Evans,2023,2023-09,2023-09-19/2023-09-25,52,2023-09-24,septembre,Dr Wayne Evans,Propriété 1,987,866,,,,,,,,,
762,Propriété 7,standard,193,,2023-09-23 15:00:00,0 days 06:00:00,2023-09-23 21:00:00,Mr Jordan Bowen,2023,2023-09,2023-09-19/2023-09-25,30,2023-09-23,septembre,Mr Jordan Bowen,Propriété 7,193,645,,,,,,,,,
763,Propriété 7,standard,235,,2023-09-23 14:30:00,0 days 07:00:00,2023-09-23 21:30:00,Bryan Adams,2023,2023-09,2023-09-19/2023-09-25,35,2023-09-23,septembre,Bryan Adams,Propriété 7,235,871,,,,,,,,,
764,Propriété 17,standard,818,,2023-09-23 13:00:00,0 days 05:00:00,2023-09-23 18:00:00,Gemma Nixon,2023,2023-09,2023-09-19/2023-09-25,25,2023-09-23,septembre,Gemma Nixon,Propriété 17,818,157,,,,,,,,,
765,Propriété 15,annulé hôtel,1045,,2023-09-23 11:15:00,0 days 09:45:00,2023-09-23 21:00:00,James Rhodes,2023,2023-09,2023-09-19/2023-09-25,54,2023-09-23,septembre,James Rhodes,Propriété 15,1045,240,,,,,,,,,
766,Propriété 7,standard,235,,2023-09-23 08:00:00,0 days 07:00:00,2023-09-23 15:00:00,Hollie Smith-Lawrence,2023,2023-09,2023-09-19/2023-09-25,35,2023-09-23,septembre,Hollie Smith-Lawrence,Propriété 7,235,871,,,,,,,,,
767,Propriété 7,standard,235,,2023-09-23 07:00:00,0 days 07:00:00,2023-09-23 14:00:00,Lisa Smith,2023,2023-09,2023-09-19/2023-09-25,35,2023-09-23,septembre,Lisa Smith,Propriété 7,235,871,,,,,,,,,
768,Propriété 17,standard,193,,2023-09-23 06:30:00,0 days 06:00:00,2023-09-23 12:30:00,Katy Armstrong,2023,2023-09,2023-09-19/2023-09-25,30,2023-09-23,septembre,Katy Armstrong,Propriété 17,193,645,,,,,,,,,
769,Propriété 4,standard,178,,2023-09-22 22:30:00,0 days 09:30:00,2023-09-23 08:00:00,Stephen Murphy,2023,2023-09,2023-09-19/2023-09-25,45,2023-09-23,septembre,Stephen Murphy,Propriété 4,178,240,,,,,,,,,
770,Propriété 7,standard,112,,2023-09-22 21:30:00,0 days 10:00:00,2023-09-23 07:30:00,Bryan Davidson-Hughes,2023,2023-09,2023-09-19/2023-09-25,50,2023-09-23,septembre,Bryan Davidson-Hughes,Propriété 7,112,91,,,,,,,,,
771,Propriété 14,standard,161,,2023-09-22 20:45:00,0 days 10:55:00,2023-09-23 07:40:00,Kimberley Roberts,2023,2023-09,2023-09-19/2023-09-25,60,2023-09-23,septembre,Kimberley Roberts,Propriété 14,161,91,,,,,,,,,
772,Propriété 11,standard,762,,2023-09-22 20:00:00,0 days 12:00:00,2023-09-23 08:00:00,Dr Gavin Winter,2023,2023-09,2023-09-19/2023-09-25,60,2023-09-23,septembre,Dr Gavin Winter,Propriété 11,762,340,,,,,,,,,
773,Propriété 12,standard,762,,2023-09-22 20:00:00,0 days 12:00:00,2023-09-23 08:00:00,Paige Oliver,2023,2023-09,2023-09-19/2023-09-25,60,2023-09-23,septembre,Paige Oliver,Propriété 12,762,340,,,,,,,,,
774,Propriété 1,standard,1036,,2023-09-22 20:00:00,0 days 12:00:00,2023-09-23 08:00:00,Dr Wayne Evans,2023,2023-09,2023-09-19/2023-09-25,48,2023-09-23,septembre,Dr Wayne Evans,Propriété 1,1036,340,,,,,,,,,
775,Propriété 7,standard,193,,2023-09-22 15:00:00,0 days 06:00:00,2023-09-22 21:00:00,Mr Jordan Bowen,2023,2023-09,2023-09-19/2023-09-25,30,2023-09-22,septembre,Mr Jordan Bowen,Propriété 7,193,645,,,,,,,,,
776,Propriété 7,standard,235,,2023-09-22 14:30:00,0 days 07:00:00,2023-09-22 21:30:00,Bryan Adams,2023,2023-09,2023-09-19/2023-09-25,35,2023-09-22,septembre,Bryan Adams,Propriété 7,235,871,,,,,,,,,
777,Propriété 15,annulé hôtel,1045,,2023-09-22 11:15:00,0 days 09:45:00,2023-09-22 21:00:00,James Rhodes,2023,2023-09,2023-09-19/2023-09-25,54,2023-09-22,septembre,James Rhodes,Propriété 15,1045,240,,,,,,,,,
778,Propriété 7,standard,235,,2023-09-22 07:00:00,0 days 07:00:00,2023-09-22 14:00:00,Stanley Hicks-Davies,2023,2023-09,2023-09-19/2023-09-25,35,2023-09-22,septembre,Stanley Hicks-Davies,Propriété 7,235,871,,,,,,,,,
779,Propriété 17,standard,193,,2023-09-22 06:30:00,0 days 06:00:00,2023-09-22 12:30:00,Douglas Hughes,2023,2023-09,2023-09-19/2023-09-25,30,2023-09-22,septembre,Douglas Hughes,Propriété 17,193,645,,,,,,,,,
780,Propriété 4,standard,178,,2023-09-21 22:30:00,0 days 09:30:00,2023-09-22 08:00:00,Stephen Murphy,2023,2023-09,2023-09-19/2023-09-25,45,2023-09-22,septembre,Stephen Murphy,Propriété 4,178,240,,,,,,,,,
781,Propriété 7,standard,112,,2023-09-21 21:30:00,0 days 10:00:00,2023-09-22 07:30:00,Bryan Davidson-Hughes,2023,2023-09,2023-09-19/2023-09-25,50,2023-09-22,septembre,Bryan Davidson-Hughes,Propriété 7,112,91,,,,,,,,,
782,Propriété 14,standard,161,,2023-09-21 20:45:00,0 days 10:30:00,2023-09-22 07:15:00,Kimberley Roberts,2023,2023-09,2023-09-19/2023-09-25,60,2023-09-22,septembre,Kimberley Roberts,Propriété 14,161,91,,,,,,,,,
783,Propriété 1,standard,1036,,2023-09-21 20:00:00,0 days 12:00:00,2023-09-22 08:00:00,Dr Wayne Evans,2023,2023-09,2023-09-19/2023-09-25,48,2023-09-22,septembre,Dr Wayne Evans,Propriété 1,1036,340,,,,,,,,,
784,Propriété 7,standard,193,,2023-09-21 15:00:00,0 days 06:00:00,2023-09-21 21:00:00,Lisa Smith,2023,2023-09,2023-09-19/2023-09-25,30,2023-09-21,septembre,Lisa Smith,Propriété 7,193,645,,,,,,,,,
785,Propriété 15,standard,808,,2023-09-21 11:00:00,0 days 08:30:00,2023-09-21 19:30:00,Damien Martin,2023,2023-09,2023-09-19/2023-09-25,48,2023-09-21,septembre,Damien Martin,Propriété 15,808,119,,,,,,,,,
786,Propriété 7,standard,235,,2023-09-21 07:00:00,0 days 07:00:00,2023-09-21 14:00:00,Mr Jordan Bowen,2023,2023-09,2023-09-19/2023-09-25,35,2023-09-21,septembre,Mr Jordan Bowen,Propriété 7,235,871,,,,,,,,,
787,Propriété 7,standard,112,,2023-09-20 21:30:00,0 days 10:00:00,2023-09-21 07:30:00,Bryan Davidson-Hughes,2023,2023-09,2023-09-19/2023-09-25,50,2023-09-21,septembre,Bryan Davidson-Hughes,Propriété 7,112,91,,,,,,,,,
788,Propriété 9,standard,97,,2023-09-20 20:30:00,0 days 11:00:00,2023-09-21 07:30:00,Janet Osborne,2023,2023-09,2023-09-19/2023-09-25,55,2023-09-21,septembre,Janet Osborne,Propriété 9,97,760,,,,,,,,,
789,Propriété 1,standard,1036,,2023-09-20 20:00:00,0 days 12:00:00,2023-09-21 08:00:00,Dr Wayne Evans,2023,2023-09,2023-09-19/2023-09-25,48,2023-09-21,septembre,Dr Wayne Evans,Propriété 1,1036,340,,,,,,,,,
790,Propriété 16,standard,528,,2023-09-20 16:00:00,0 days 02:00:00,2023-09-20 18:00:00,Craig Gibson,2023,2023-09,2023-09-19/2023-09-25,10,2023-09-20,septembre,Craig Gibson,Propriété 16,528,200,,,,,,,,,
791,Propriété 7,standard,193,,2023-09-20 15:00:00,0 days 06:00:00,2023-09-20 21:00:00,Mr Jordan Bowen,2023,2023-09,2023-09-19/2023-09-25,30,2023-09-20,septembre,Mr Jordan Bowen,Propriété 7,193,645,,,,,,,,,
792,Propriété 7,standard,235,,2023-09-20 14:30:00,0 days 07:00:00,2023-09-20 21:30:00,Bryan Adams,2023,2023-09,2023-09-19/2023-09-25,35,2023-09-20,septembre,Bryan Adams,Propriété 7,235,871,,,,,,,,,
793,Propriété 15,standard,808,,2023-09-20 11:00:00,0 days 08:30:00,2023-09-20 19:30:00,Damien Martin,2023,2023-09,2023-09-19/2023-09-25,48,2023-09-20,septembre,Damien Martin,Propriété 15,808,119,,,,,,,,,
794,Propriété 12,standard,178,,2023-09-20 09:00:00,0 days 09:00:00,2023-09-20 18:00:00,James Rhodes,2023,2023-09,2023-09-19/2023-09-25,45,2023-09-20,septembre,James Rhodes,Propriété 12,178,240,,,,,,,,,
795,Propriété 3,standard,600,,2023-09-20 08:00:00,0 days 06:00:00,2023-09-20 14:00:00,Dr Glen Jackson,2023,2023-09,2023-09-19/2023-09-25,36,2023-09-20,septembre,Dr Glen Jackson,Propriété 3,600,645,,,,,,,,,
796,Propriété 7,standard,235,,2023-09-20 07:00:00,0 days 07:00:00,2023-09-20 14:00:00,Lisa Smith,2023,2023-09,2023-09-19/2023-09-25,35,2023-09-20,septembre,Lisa Smith,Propriété 7,235,871,,,,,,,,,
797,Propriété 7,standard,112,,2023-09-19 21:30:00,0 days 10:00:00,2023-09-20 07:30:00,Marcus Jones,2023,2023-09,2023-09-19/2023-09-25,50,2023-09-20,septembre,Marcus Jones,Propriété 7,112,91,,,,,,,,,
798,Propriété 17,standard,112,,2023-09-19 21:00:00,0 days 10:19:00,2023-09-20 07:19:00,Kimberley Roberts,2023,2023-09,2023-09-19/2023-09-25,50,2023-09-20,septembre,Kimberley Roberts,Propriété 17,112,91,,,,,,,,,
799,Propriété 15,standard,838,,2023-09-19 19:30:00,0 days 12:20:00,2023-09-20 07:50:00,Janet Osborne,2023,2023-09,2023-09-19/2023-09-25,72,2023-09-20,septembre,Janet Osborne,Propriété 15,838,340,,,,,,,,,
800,Propriété 1,standard,987,,2023-09-19 19:00:00,0 days 13:00:00,2023-09-20 08:00:00,Gary Smith-Elliott,2023,2023-09,2023-09-19/2023-09-25,52,2023-09-20,septembre,Gary Smith-Elliott,Propriété 1,987,866,,,,,,,,,
801,Propriété 12,standard,232,,2023-09-19 15:00:00,0 days 08:00:00,2023-09-19 23:00:00,James Rhodes,2023,2023-09,2023-09-19/2023-09-25,40,2023-09-19,septembre,James Rhodes,Propriété 12,232,119,,,,,,,,,
802,Propriété 7,standard,193,30 min supp,2023-09-19 15:00:00,0 days 06:30:00,2023-09-19 21:30:00,Bryan Adams,2023,2023-09,2023-09-19/2023-09-25,30,2023-09-19,septembre,Bryan Adams,Propriété 7,193,645,,,,,,,,,
803,Propriété 7,standard,112,,2023-09-18 21:30:00,0 days 10:00:00,2023-09-19 07:30:00,Marcus Jones,2023,2023-09,2023-09-19/2023-09-25,50,2023-09-19,septembre,Marcus Jones,Propriété 7,112,91,,,,,,,,,
804,Propriété 17,standard,112,,2023-09-18 21:00:00,0 days 10:15:00,2023-09-19 07:15:00,Kimberley Roberts,2023,2023-09,2023-09-19/2023-09-25,50,2023-09-19,septembre,Kimberley Roberts,Propriété 17,112,91,,,,,,,,,
805,Propriété 15,standard,161,,2023-09-18 21:00:00,0 days 10:30:00,2023-09-19 07:30:00,Janet Osborne,2023,2023-09,2023-09-19/2023-09-25,60,2023-09-19,septembre,Janet Osborne,Propriété 15,161,91,,,,,,,,,
806,Propriété 9,standard,97,,2023-09-18 20:30:00,0 days 11:00:00,2023-09-19 07:30:00,Paige Oliver,2023,2023-09,2023-09-19/2023-09-25,55,2023-09-19,septembre,Paige Oliver,Propriété 9,97,760,,,,,,,,,
807,Propriété 21,standard,97,,2023-09-18 20:05:00,0 days 11:25:00,2023-09-19 07:30:00,Dr Gavin Winter,2023,2023-09,2023-09-19/2023-09-25,55,2023-09-19,septembre,Dr Gavin Winter,Propriété 21,97,760,,,,,,,,,
808,Propriété 1,standard,987,,2023-09-18 19:00:00,0 days 13:00:00,2023-09-19 08:00:00,Dr Wayne Evans,2023,2023-09,2023-09-19/2023-09-25,52,2023-09-19,septembre,Dr Wayne Evans,Propriété 1,987,866,,,,,,,,,
809,Propriété 7,urgente,138,,2023-09-18 14:00:00,0 days 07:00:00,2023-09-18 21:00:00,Bryan Adams,2023,2023-09,2023-09-12/2023-09-18,70,2023-09-18,septembre,Bryan Adams,Propriété 7,138,871,,,,,,,,,
810,Propriété 17,standard,193,,2023-09-18 06:30:00,0 days 06:00:00,2023-09-18 12:30:00,Douglas Hughes,2023,2023-09,2023-09-12/2023-09-18,30,2023-09-18,septembre,Douglas Hughes,Propriété 17,193,645,,,,,,,,,
811,Propriété 7,standard,112,,2023-09-17 21:30:00,0 days 10:00:00,2023-09-18 07:30:00,Bryan Davidson-Hughes,2023,2023-09,2023-09-12/2023-09-18,50,2023-09-18,septembre,Bryan Davidson-Hughes,Propriété 7,112,91,,,,,,,,,
812,Propriété 18,standard,762,,2023-09-17 20:00:00,0 days 12:00:00,2023-09-18 08:00:00,Henry Shaw,2023,2023-09,2023-09-12/2023-09-18,60,2023-09-18,septembre,Henry Shaw,Propriété 18,762,340,,,,,,,,,
813,Propriété 15,standard,838,,2023-09-17 19:30:00,0 days 12:15:00,2023-09-18 07:45:00,Janet Osborne,2023,2023-09,2023-09-12/2023-09-18,72,2023-09-18,septembre,Janet Osborne,Propriété 15,838,340,,,,,,,,,
814,Propriété 1,standard,987,,2023-09-17 19:00:00,0 days 13:00:00,2023-09-18 08:00:00,Dr Wayne Evans,2023,2023-09,2023-09-12/2023-09-18,52,2023-09-18,septembre,Dr Wayne Evans,Propriété 1,987,866,,,,,,,,,
815,Propriété 12,standard,232,,2023-09-17 15:00:00,0 days 08:00:00,2023-09-17 23:00:00,Rachel Waters,2023,2023-09,2023-09-12/2023-09-18,40,2023-09-17,septembre,Rachel Waters,Propriété 12,232,119,,,,,,,,,
816,Propriété 15,annulé hôtel,1045,,2023-09-17 11:15:00,0 days 09:45:00,2023-09-17 21:00:00,James Rhodes,2023,2023-09,2023-09-12/2023-09-18,54,2023-09-17,septembre,James Rhodes,Propriété 15,1045,240,,,,,,,,,
817,Propriété 7,standard,232,,2023-09-17 10:00:00,0 days 08:00:00,2023-09-17 18:00:00,Lisa Smith,2023,2023-09,2023-09-12/2023-09-18,40,2023-09-17,septembre,Lisa Smith,Propriété 7,232,119,,,,,,,,,
818,Propriété 17,standard,193,,2023-09-17 06:30:00,0 days 06:00:00,2023-09-17 12:30:00,Douglas Hughes,2023,2023-09,2023-09-12/2023-09-18,30,2023-09-17,septembre,Douglas Hughes,Propriété 17,193,645,,,,,,,,,
819,Propriété 7,standard,112,,2023-09-16 21:30:00,0 days 10:00:00,2023-09-17 07:30:00,Bryan Davidson-Hughes,2023,2023-09,2023-09-12/2023-09-18,50,2023-09-17,septembre,Bryan Davidson-Hughes,Propriété 7,112,91,,,,,,,,,
820,Propriété 14,standard,479,,2023-09-16 20:45:00,0 days 11:00:00,2023-09-17 07:45:00,Robin Gordon,2023,2023-09,2023-09-12/2023-09-18,66,2023-09-17,septembre,Robin Gordon,Propriété 14,479,760,,,,,,,,,
821,Propriété 4,standard,97,,2023-09-16 20:30:00,0 days 11:44:00,2023-09-17 08:14:00,Kimberley Roberts,2023,2023-09,2023-09-12/2023-09-18,55,2023-09-17,septembre,Kimberley Roberts,Propriété 4,97,760,,,,,,,,,
822,Propriété 1,standard,1036,,2023-09-16 20:00:00,0 days 12:00:00,2023-09-17 08:00:00,Patricia Evans-Knight,2023,2023-09,2023-09-12/2023-09-18,48,2023-09-17,septembre,Patricia Evans-Knight,Propriété 1,1036,340,,,,,,,,,
823,Propriété 12,standard,762,,2023-09-16 20:00:00,0 days 12:00:00,2023-09-17 08:00:00,Paige Oliver,2023,2023-09,2023-09-12/2023-09-18,60,2023-09-17,septembre,Paige Oliver,Propriété 12,762,340,,,,,,,,,
824,Propriété 15,standard,397,,2023-09-16 19:30:00,0 days 13:20:00,2023-09-17 08:50:00,Kirsty Buckley-Murphy,2023,2023-09,2023-09-12/2023-09-18,78,2023-09-17,septembre,Kirsty Buckley-Murphy,Propriété 15,397,866,,,,,,,,,
825,Propriété 7,standard,818,,2023-09-16 15:45:00,0 days 05:15:00,2023-09-16 21:00:00,Lisa Smith,2023,2023-09,2023-09-12/2023-09-18,25,2023-09-16,septembre,Lisa Smith,Propriété 7,818,157,,,,,,,,,
826,Propriété 7,standard,235,,2023-09-16 14:30:00,0 days 07:00:00,2023-09-16 21:30:00,Bryan Adams,2023,2023-09,2023-09-12/2023-09-18,35,2023-09-16,septembre,Bryan Adams,Propriété 7,235,871,,,,,,,,,
827,Propriété 15,annulé hôtel,1045,,2023-09-16 11:15:00,0 days 09:45:00,2023-09-16 21:00:00,James Rhodes,2023,2023-09,2023-09-12/2023-09-18,54,2023-09-16,septembre,James Rhodes,Propriété 15,1045,240,,,,,,,,,
828,Propriété 7,standard,235,,2023-09-16 08:00:00,0 days 07:00:00,2023-09-16 15:00:00,Mr Jordan Bowen,2023,2023-09,2023-09-12/2023-09-18,35,2023-09-16,septembre,Mr Jordan Bowen,Propriété 7,235,871,,,,,,,,,
829,Propriété 15,standard,1045,,2023-09-16 07:30:00,0 days 09:00:00,2023-09-16 16:30:00,Mr Donald Evans,2023,2023-09,2023-09-12/2023-09-18,54,2023-09-16,septembre,Mr Donald Evans,Propriété 15,1045,240,,,,,,,,,
830,Propriété 17,standard,193,,2023-09-16 06:30:00,0 days 06:00:00,2023-09-16 12:30:00,Douglas Hughes,2023,2023-09,2023-09-12/2023-09-18,30,2023-09-16,septembre,Douglas Hughes,Propriété 17,193,645,,,,,,,,,
831,Propriété 4,standard,178,,2023-09-15 22:30:00,0 days 09:30:00,2023-09-16 08:00:00,Kimberley Roberts,2023,2023-09,2023-09-12/2023-09-18,45,2023-09-16,septembre,Kimberley Roberts,Propriété 4,178,240,,,,,,,,,
832,Propriété 7,standard,112,,2023-09-15 21:30:00,0 days 10:00:00,2023-09-16 07:30:00,Bryan Davidson-Hughes,2023,2023-09,2023-09-12/2023-09-18,50,2023-09-16,septembre,Bryan Davidson-Hughes,Propriété 7,112,91,,,,,,,,,
833,Propriété 14,standard,161,,2023-09-15 20:45:00,0 days 10:30:00,2023-09-16 07:15:00,Robin Gordon,2023,2023-09,2023-09-12/2023-09-18,60,2023-09-16,septembre,Robin Gordon,Propriété 14,161,91,,,,,,,,,
834,Propriété 12,standard,762,,2023-09-15 20:15:00,0 days 12:30:00,2023-09-16 08:45:00,Paige Oliver,2023,2023-09,2023-09-12/2023-09-18,60,2023-09-16,septembre,Paige Oliver,Propriété 12,762,340,,,,,,,,,
835,Propriété 9,standard,97,,2023-09-15 20:00:00,0 days 11:30:00,2023-09-16 07:30:00,Dr Gavin Winter,2023,2023-09,2023-09-12/2023-09-18,55,2023-09-16,septembre,Dr Gavin Winter,Propriété 9,97,760,,,,,,,,,
836,Propriété 1,standard,1036,,2023-09-15 20:00:00,0 days 12:00:00,2023-09-16 08:00:00,Patricia Evans-Knight,2023,2023-09,2023-09-12/2023-09-18,48,2023-09-16,septembre,Patricia Evans-Knight,Propriété 1,1036,340,,,,,,,,,
837,Propriété 12,urgente,818,,2023-09-15 19:00:00,0 days 04:00:00,2023-09-15 23:00:00,Ms Sian Griffiths,2023,2023-09,2023-09-12/2023-09-18,40,2023-09-15,septembre,Ms Sian Griffiths,Propriété 12,818,381,,,,,,,,,
838,Propriété 12,urgente,85,,2023-09-15 15:00:00,0 days 03:00:00,2023-09-15 18:00:00,Stephen Jones,2023,2023-09,2023-09-12/2023-09-18,30,2023-09-15,septembre,Stephen Jones,Propriété 12,85,495,,,,,,,,,
839,Propriété 7,standard,193,,2023-09-15 15:00:00,0 days 06:00:00,2023-09-15 21:00:00,Mr Jordan Bowen,2023,2023-09,2023-09-12/2023-09-18,30,2023-09-15,septembre,Mr Jordan Bowen,Propriété 7,193,645,,,,,,,,,
840,Propriété 7,standard,235,,2023-09-15 14:30:00,0 days 07:00:00,2023-09-15 21:30:00,Bryan Adams,2023,2023-09,2023-09-12/2023-09-18,35,2023-09-15,septembre,Bryan Adams,Propriété 7,235,871,,,,,,,,,
841,Propriété 15,annulé hôtel,1045,,2023-09-15 11:15:00,0 days 09:45:00,2023-09-15 21:00:00,James Rhodes,2023,2023-09,2023-09-12/2023-09-18,54,2023-09-15,septembre,James Rhodes,Propriété 15,1045,240,,,,,,,,,
842,Propriété 25,standard,893,,2023-09-15 07:00:00,0 days 05:20:00,2023-09-15 12:20:00,Damien Martin,2023,2023-09,2023-09-12/2023-09-18,15,2023-09-15,septembre,Damien Martin,Propriété 25,893,157,,,,,,,,,
843,Propriété 17,standard,193,,2023-09-15 06:30:00,0 days 06:00:00,2023-09-15 12:30:00,Timothy Jackson-Swift,2023,2023-09,2023-09-12/2023-09-18,30,2023-09-15,septembre,Timothy Jackson-Swift,Propriété 17,193,645,,,,,,,,,
844,Propriété 4,standard,178,,2023-09-14 22:30:00,0 days 09:55:00,2023-09-15 08:25:00,Kimberley Roberts,2023,2023-09,2023-09-12/2023-09-18,45,2023-09-15,septembre,Kimberley Roberts,Propriété 4,178,240,,,,,,,,,
845,Propriété 13,standard,178,,2023-09-14 22:00:00,0 days 09:30:00,2023-09-15 07:30:00,Gerald Stevens,2023,2023-09,2023-09-12/2023-09-18,45,2023-09-15,septembre,Gerald Stevens,Propriété 13,178,240,,,,,,,,,
846,Propriété 7,standard,112,,2023-09-14 21:30:00,0 days 10:00:00,2023-09-15 07:30:00,Bryan Davidson-Hughes,2023,2023-09,2023-09-12/2023-09-18,50,2023-09-15,septembre,Bryan Davidson-Hughes,Propriété 7,112,91,,,,,,,,,
847,Propriété 17,standard,112,,2023-09-14 21:00:00,0 days 10:15:00,2023-09-15 07:15:00,Paige Oliver,2023,2023-09,2023-09-12/2023-09-18,50,2023-09-15,septembre,Paige Oliver,Propriété 17,112,91,,,,,,,,,
